Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2020.09,2537,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2020.12,1923,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2021.03,2366,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2021.06,2696,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2021.09,1917,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2021.12,1368,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2022.03,1861,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2022.06,2015,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2022.09,1503,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2022.12,1221,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2023.03,1552,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2023.06,1379,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2023.09,1930,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2023.12,1574,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2010.03,249,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2010.06,297,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2010.09,284,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2010.12,289,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2011.03,276,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2011.06,295,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2011.09,299,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2011.12,300,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2012.03,285,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2012.06,302,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2012.09,302,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2012.12,308,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2013.03,288,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2013.06,312,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2013.09,299,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2013.12,309,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2014.03,294,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2014.06,314,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2014.09,348,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2014.12,299,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2015.03,300,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2015.06,329,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2015.09,322,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2015.12,318,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2016.03,308,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2016.06,348,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2016.09,345,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2016.12,356,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2017.03,362,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2017.06,396,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2017.09,426,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2017.12,447,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2018.03,431,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2018.06,478,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2018.09,468,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2018.12,474,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2019.03,437,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2019.06,449,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2019.09,441,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2019.12,441,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2020.03,392,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2020.06,306,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2020.09,486,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2020.12,474,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2021.03,469,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2021.06,481,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2021.09,431,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2021.12,480,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2022.03,463,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2022.06,467,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2022.09,502,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2022.12,473,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2023.03,452,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2023.06,483,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2023.09,488,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2023.12,492,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2010.03,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2010.06,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2010.09,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2010.12,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2011.03,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2011.06,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2011.09,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2011.12,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2012.03,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2012.06,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2012.09,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2012.12,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2013.03,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2013.06,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2013.09,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2013.12,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2014.03,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2014.06,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2014.09,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2014.12,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2015.03,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2015.06,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2015.09,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2015.12,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2016.03,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2016.06,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2016.09,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2016.12,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2017.03,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2017.06,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2017.09,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2017.12,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2018.03,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2018.06,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2018.09,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2018.12,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2019.03,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2019.06,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2019.09,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2019.12,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2020.03,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2020.06,5,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2020.09,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2020.12,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2021.03,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2021.06,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2021.09,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2021.12,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2022.03,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2022.06,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2022.09,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2022.12,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2023.03,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2023.06,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2023.09,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2023.12,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2010.03,1739,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2010.06,1736,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2010.09,1729,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2010.12,1730,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2011.03,1746,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2011.06,1729,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2011.09,1743,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2011.12,1714,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2012.03,1706,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2012.06,1731,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2012.09,1710,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2012.12,1721,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2013.03,1719,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2013.06,1657,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2013.09,1743,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2013.12,1725,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2014.03,1706,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2014.06,1742,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2014.09,1756,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2014.12,1777,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2015.03,1815,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2015.06,1816,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2015.09,1843,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2015.12,1865,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2016.03,1873,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2016.06,1850,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2016.09,1921,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2016.12,1900,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2017.03,1950,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2017.06,1977,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2017.09,1958,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2017.12,1970,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2018.03,1953,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2018.06,1955,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2018.09,1942,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2018.12,1949,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2019.03,1956,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2019.06,1954,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2019.09,1950,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2019.12,1947,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2020.03,1934,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2020.06,1310,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2020.09,1948,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2020.12,2028,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2021.03,2003,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2021.06,2081,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2021.09,1699,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
